CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
975746,345,2,508.396551,1,5,5,155,Frequent Buyers
975777,122,1,83.01711565,4,5,2,452,Loyal Customers
975799,227,1,407.0563744,2,5,5,255,Frequent Buyers
975815,329,1,142.0613734,1,5,3,153,Frequent Buyers
975816,263,1,213.4861957,2,5,3,253,Frequent Buyers
975817,158,1,103.8168671,3,5,2,352,Frequent Buyers
975821,23,1,162.6883757,5,5,3,553,Loyal Customers
975826,143,1,261.9855713,3,5,4,354,Frequent Buyers
975828,48,1,440.3470597,5,5,5,555,Champions
975832,242,1,141.7672123,2,5,3,253,Frequent Buyers
975849,284,1,111.7883209,2,5,2,252,Frequent Buyers
975853,207,1,494.5477278,3,5,5,355,Frequent Buyers
975855,248,1,363.8730412,2,5,5,255,Frequent Buyers
975874,145,1,71.65108862,3,5,1,351,Frequent Buyers
975894,34,1,424.9105933,5,5,5,555,Champions
975904,43,1,283.4382751,5,5,4,554,Champions
975927,64,1,70.8191597,5,5,1,551,Loyal Customers
975941,146,1,200.6002555,3,5,3,353,Frequent Buyers
975943,365,1,326.9453814,1,5,4,154,Frequent Buyers
975952,157,2,247.55535902999998,3,5,4,354,Frequent Buyers
975958,361,1,132.4108692,1,5,2,152,Frequent Buyers
975967,287,1,50.95381342,2,5,1,251,Frequent Buyers
975987,78,1,440.7121348,4,5,5,455,Champions
976007,324,1,169.5743151,1,5,3,153,Frequent Buyers
976015,4,1,50.04046501,5,5,1,551,Loyal Customers
976018,259,1,173.0774093,2,5,3,253,Frequent Buyers
976021,5,1,81.76026596,5,5,2,552,Loyal Customers
976043,4,1,128.1847418,5,5,2,552,Loyal Customers
976056,82,1,25.06004022,4,5,1,451,Loyal Customers
976061,160,1,146.2435227,3,5,3,353,Frequent Buyers
976068,220,1,226.2558702,2,5,4,254,Frequent Buyers
976106,241,1,407.7525139,2,5,5,255,Frequent Buyers
976117,248,1,26.23468414,2,5,1,251,Frequent Buyers
976124,221,1,189.6773318,2,5,3,253,Frequent Buyers
976152,177,1,454.6101887,3,5,5,355,Frequent Buyers
976157,9,1,295.6691103,5,5,4,554,Champions
976191,362,1,103.6916079,1,5,2,152,Frequent Buyers
976198,9,1,106.5905997,5,5,2,552,Loyal Customers
976211,95,1,312.1067863,4,5,4,454,Champions
976213,79,1,283.9359635,4,5,4,454,Champions
976229,109,1,155.3121814,4,5,3,453,Loyal Customers
976230,135,1,328.6671628,4,5,4,454,Champions
976251,128,1,126.6728123,4,5,2,452,Loyal Customers
976302,70,1,359.0298094,5,5,5,555,Champions
976312,184,1,17.13740552,3,5,1,351,Frequent Buyers
976315,260,1,457.4262268,2,5,5,255,Frequent Buyers
976322,171,1,67.7434394,3,5,1,351,Frequent Buyers
976324,263,1,249.8925834,2,5,4,254,Frequent Buyers
976340,320,1,105.2436703,1,5,2,152,Frequent Buyers
976379,257,1,83.29627153,2,5,2,252,Frequent Buyers
976386,314,1,73.14301057,1,5,1,151,Frequent Buyers
976389,343,1,239.7958707,1,5,4,154,Frequent Buyers
976392,280,1,87.45764647,2,5,2,252,Frequent Buyers
976411,89,1,393.0736629,4,5,5,455,Champions
976419,142,1,98.36033008,4,5,2,452,Loyal Customers
976427,341,1,197.9144851,1,5,3,153,Frequent Buyers
976434,46,1,286.4557787,5,5,4,554,Champions
976435,346,1,455.1522987,1,5,5,155,Frequent Buyers
976462,229,1,97.40583377,2,5,2,252,Frequent Buyers
976468,233,1,393.5078266,2,5,5,255,Frequent Buyers
976472,285,1,461.2214985,2,5,5,255,Frequent Buyers
976479,291,1,374.7056131,1,5,5,155,Frequent Buyers
976486,161,1,136.6686993,3,5,2,352,Frequent Buyers
976489,105,1,256.3588126,4,5,4,454,Champions
976493,76,1,318.4141308,4,5,4,454,Champions
976511,12,2,587.4768689,5,5,5,555,Champions
976516,236,1,97.66040799,2,5,2,252,Frequent Buyers
976518,350,1,69.20430865,1,5,1,151,Frequent Buyers
976522,258,1,187.876571,2,5,3,253,Frequent Buyers
976562,35,1,24.87620212,5,5,1,551,Loyal Customers
976577,44,1,145.7878173,5,5,3,553,Loyal Customers
976589,40,1,204.6881831,5,5,3,553,Loyal Customers
976597,258,1,178.9777918,2,5,3,253,Frequent Buyers
976634,301,1,58.41300131,1,5,1,151,Frequent Buyers
976649,340,1,178.4027349,1,5,3,153,Frequent Buyers
976670,320,1,181.9122991,1,5,3,153,Frequent Buyers
976673,90,1,45.93259333,4,5,1,451,Loyal Customers
976675,202,1,156.6992608,3,5,3,353,Frequent Buyers
976683,201,1,425.1225106,3,5,5,355,Frequent Buyers
976693,128,1,73.10939303,4,5,1,451,Loyal Customers
976696,68,1,302.0636524,5,5,4,554,Champions
976700,118,1,81.95212792,4,5,2,452,Loyal Customers
976727,339,1,30.43772301,1,5,1,151,Frequent Buyers
976734,348,1,278.0843438,1,5,4,154,Frequent Buyers
976749,180,1,126.5639296,3,5,2,352,Frequent Buyers
976779,43,1,43.15340553,5,5,1,551,Loyal Customers
976793,132,1,301.8371874,4,5,4,454,Champions
976798,316,1,90.21960847,1,5,2,152,Frequent Buyers
976818,213,1,355.6055046,3,5,5,355,Frequent Buyers
976842,244,1,102.5099912,2,5,2,252,Frequent Buyers
976850,127,1,138.0246077,4,5,2,452,Loyal Customers
976869,198,1,48.76081031,3,5,1,351,Frequent Buyers
976879,29,1,232.9844226,5,5,4,554,Champions
976894,199,1,482.8361503,3,5,5,355,Frequent Buyers
976901,190,1,67.57770635,3,5,1,351,Frequent Buyers
976947,16,1,345.9379437,5,5,5,555,Champions
976949,206,2,575.3241682,3,5,5,355,Frequent Buyers
976978,50,1,446.8989079,5,5,5,555,Champions
976983,27,1,85.80817967,5,5,2,552,Loyal Customers
977018,138,1,342.8394877,4,5,5,455,Champions
977032,354,1,364.9637586,1,5,5,155,Frequent Buyers
977036,301,1,394.3387379,1,5,5,155,Frequent Buyers
977041,233,1,361.6386172,2,5,5,255,Frequent Buyers
977068,93,2,403.96701659999997,4,5,5,455,Champions
977084,261,1,238.347614,2,5,4,254,Frequent Buyers
977101,90,1,165.133662,4,5,3,453,Loyal Customers
977106,37,1,278.8130919,5,5,4,554,Champions
977113,154,1,148.0777149,3,5,3,353,Frequent Buyers
977140,223,1,142.1930793,2,5,3,253,Frequent Buyers
977143,270,1,146.7917106,2,5,3,253,Frequent Buyers
977157,203,1,206.0716619,3,5,3,353,Frequent Buyers
977172,198,1,408.5220524,3,5,5,355,Frequent Buyers
977180,72,1,371.7345537,4,5,5,455,Champions
977201,273,1,242.1377623,2,5,4,254,Frequent Buyers
977209,303,2,694.9460629,1,5,5,155,Frequent Buyers
977212,351,1,43.37400703,1,5,1,151,Frequent Buyers
977219,57,1,372.2427979,5,5,5,555,Champions
977230,49,1,145.9720999,5,5,3,553,Loyal Customers
977241,72,1,135.127956,4,5,2,452,Loyal Customers
977255,100,1,414.966159,4,5,5,455,Champions
977276,48,1,102.41893,5,5,2,552,Loyal Customers
977277,77,1,221.7065412,4,5,3,453,Loyal Customers
977290,359,1,126.0323905,1,5,2,152,Frequent Buyers
977297,269,1,268.8356362,2,5,4,254,Frequent Buyers
977329,146,1,343.8577991,3,5,5,355,Frequent Buyers
977330,299,1,381.1515988,1,5,5,155,Frequent Buyers
977335,326,1,53.87858066,1,5,1,151,Frequent Buyers
977336,39,1,118.9610799,5,5,2,552,Loyal Customers
977337,19,1,61.12524947,5,5,1,551,Loyal Customers
977339,308,1,110.5437599,1,5,2,152,Frequent Buyers
977343,278,1,219.1176942,2,5,3,253,Frequent Buyers
977346,286,1,227.4552456,2,5,4,254,Frequent Buyers
977351,139,1,305.7449642,4,5,4,454,Champions
977356,297,1,129.1553898,1,5,2,152,Frequent Buyers
977376,74,1,153.1447433,4,5,3,453,Loyal Customers
977378,243,1,301.258255,2,5,4,254,Frequent Buyers
977379,202,1,63.82225585,3,5,1,351,Frequent Buyers
977411,351,1,54.84025026,1,5,1,151,Frequent Buyers
977428,97,1,120.9958489,4,5,2,452,Loyal Customers
977440,111,1,138.1761966,4,5,2,452,Loyal Customers
977457,157,1,138.9603356,3,5,2,352,Frequent Buyers
977481,200,1,228.6790452,3,5,4,354,Frequent Buyers
977507,147,1,138.9766226,3,5,2,352,Frequent Buyers
977515,214,1,159.8238287,3,5,3,353,Frequent Buyers
977541,248,1,289.372901,2,5,4,254,Frequent Buyers
977543,231,1,316.6769547,2,5,4,254,Frequent Buyers
977546,241,1,52.6230254,2,5,1,251,Frequent Buyers
977551,154,1,244.2310188,3,5,4,354,Frequent Buyers
977591,265,1,438.5997884,2,5,5,255,Frequent Buyers
977607,159,2,431.73359553,3,5,5,355,Frequent Buyers
977644,269,1,389.9706905,2,5,5,255,Frequent Buyers
977653,292,1,38.12299243,1,5,1,151,Frequent Buyers
977657,59,1,436.1675909,5,5,5,555,Champions
977685,211,1,103.9935988,3,5,2,352,Frequent Buyers
977724,291,1,271.8132919,1,5,4,154,Frequent Buyers
977735,13,1,253.7450014,5,5,4,554,Champions
977783,193,1,167.8777299,3,5,3,353,Frequent Buyers
977802,306,1,211.7901389,1,5,3,153,Frequent Buyers
977826,325,1,280.1744572,1,5,4,154,Frequent Buyers
977830,292,1,250.5805733,1,5,4,154,Frequent Buyers
977832,242,1,443.7905614,2,5,5,255,Frequent Buyers
977836,182,1,421.3957703,3,5,5,355,Frequent Buyers
977837,202,1,36.54724943,3,5,1,351,Frequent Buyers
977844,170,1,109.3149585,3,5,2,352,Frequent Buyers
977854,22,1,491.5509891,5,5,5,555,Champions
977867,89,1,290.5034905,4,5,4,454,Champions
977889,124,1,147.8860211,4,5,3,453,Loyal Customers
977892,296,1,290.3211551,1,5,4,154,Frequent Buyers
977898,330,1,180.6278215,1,5,3,153,Frequent Buyers
977905,80,1,16.43833291,4,5,1,451,Loyal Customers
977908,140,1,159.3391572,4,5,3,453,Loyal Customers
977916,189,1,67.56968933,3,5,1,351,Frequent Buyers
977926,331,1,235.0950488,1,5,4,154,Frequent Buyers
977927,116,1,462.5093127,4,5,5,455,Champions
977956,272,1,199.4854586,2,5,3,253,Frequent Buyers
977959,268,1,45.48707968,2,5,1,251,Frequent Buyers
977998,12,1,34.53660684,5,5,1,551,Loyal Customers
978008,282,1,98.96481054,2,5,2,252,Frequent Buyers
978015,308,1,344.9389449,1,5,5,155,Frequent Buyers
978016,180,1,141.503085,3,5,3,353,Frequent Buyers
978017,158,1,143.5014374,3,5,3,353,Frequent Buyers
978040,227,1,54.53608515,2,5,1,251,Frequent Buyers
978041,292,1,16.21797926,1,5,1,151,Frequent Buyers
978042,40,2,536.6625351600001,5,5,5,555,Champions
978043,240,2,116.52959541,2,5,2,252,Frequent Buyers
978058,261,1,488.3866409,2,5,5,255,Frequent Buyers
978075,146,1,115.6608495,3,5,2,352,Frequent Buyers
978077,18,1,33.37788141,5,5,1,551,Loyal Customers
978085,94,1,72.30278026,4,5,1,451,Loyal Customers
978087,262,1,38.40626904,2,5,1,251,Frequent Buyers
978107,297,1,105.6043941,1,5,2,152,Frequent Buyers
978117,224,1,306.0204567,2,5,4,254,Frequent Buyers
978158,75,1,133.6277291,4,5,2,452,Loyal Customers
978187,20,1,348.2748614,5,5,5,555,Champions
978197,104,1,34.35968127,4,5,1,451,Loyal Customers
978203,10,1,39.08842808,5,5,1,551,Loyal Customers
978213,206,1,179.1236069,3,5,3,353,Frequent Buyers
978231,195,1,413.8524117,3,5,5,355,Frequent Buyers
978239,250,1,391.9000104,2,5,5,255,Frequent Buyers
978282,38,1,286.3133201,5,5,4,554,Champions
978283,212,1,323.5554849,3,5,4,354,Frequent Buyers
978285,35,1,20.29651821,5,5,1,551,Loyal Customers
978300,68,1,159.5830647,5,5,3,553,Loyal Customers
978301,201,1,457.4326606,3,5,5,355,Frequent Buyers
978332,85,1,159.5840298,4,5,3,453,Loyal Customers
978349,72,1,98.1214768,4,5,2,452,Loyal Customers
978350,304,1,179.4648816,1,5,3,153,Frequent Buyers
978367,346,1,247.077404,1,5,4,154,Frequent Buyers
978369,80,1,159.2466583,4,5,3,453,Loyal Customers
978370,100,1,171.2763257,4,5,3,453,Loyal Customers
978376,231,1,112.4310236,2,5,2,252,Frequent Buyers
978393,197,1,317.4226789,3,5,4,354,Frequent Buyers
978398,284,1,172.1479522,2,5,3,253,Frequent Buyers
978432,118,1,23.33421633,4,5,1,451,Loyal Customers
978439,357,1,271.7919636,1,5,4,154,Frequent Buyers
978453,193,1,223.0350319,3,5,3,353,Frequent Buyers
978461,284,1,274.3597149,2,5,4,254,Frequent Buyers
978462,298,1,123.8372178,1,5,2,152,Frequent Buyers
978474,300,1,233.7361338,1,5,4,154,Frequent Buyers
978487,269,1,262.5320846,2,5,4,254,Frequent Buyers
978491,364,1,46.23093716,1,5,1,151,Frequent Buyers
978512,91,1,454.4527993,4,5,5,455,Champions
978519,35,1,419.9431258,5,5,5,555,Champions
978530,97,1,223.7299165,4,5,3,453,Loyal Customers
978532,249,1,89.95835773,2,5,2,252,Frequent Buyers
978535,277,1,354.9208371,2,5,5,255,Frequent Buyers
978548,102,1,226.8447989,4,5,4,454,Champions
978555,264,1,495.4665522,2,5,5,255,Frequent Buyers
978558,350,1,321.6229837,1,5,4,154,Frequent Buyers
978584,348,1,130.4837195,1,5,2,152,Frequent Buyers
978597,251,1,395.7352227,2,5,5,255,Frequent Buyers
978602,318,1,98.52014423,1,5,2,152,Frequent Buyers
978603,201,1,51.36927296,3,5,1,351,Frequent Buyers
978610,217,1,189.9609519,2,5,3,253,Frequent Buyers
978616,74,1,77.15193094,4,5,2,452,Loyal Customers
978623,135,1,56.01181814,4,5,1,451,Loyal Customers
978632,150,1,102.8491299,3,5,2,352,Frequent Buyers
978634,244,1,268.6837091,2,5,4,254,Frequent Buyers
978646,9,1,148.7980586,5,5,3,553,Loyal Customers
978653,297,1,376.5697769,1,5,5,155,Frequent Buyers
978656,39,2,128.62236767000002,5,5,2,552,Loyal Customers
978663,153,2,238.335614,3,5,4,354,Frequent Buyers
978672,219,1,123.6645261,2,5,2,252,Frequent Buyers
978673,50,1,243.3470719,5,5,4,554,Champions
978704,155,1,366.0717098,3,5,5,355,Frequent Buyers
978716,29,1,261.017171,5,5,4,554,Champions
978745,49,1,111.4946335,5,5,2,552,Loyal Customers
978767,58,1,195.0535825,5,5,3,553,Loyal Customers
978771,76,1,156.8615981,4,5,3,453,Loyal Customers
978774,210,1,60.88959434,3,5,1,351,Frequent Buyers
978783,56,1,129.4215732,5,5,2,552,Loyal Customers
978790,204,1,252.5779604,3,5,4,354,Frequent Buyers
978802,231,1,98.87517058,2,5,2,252,Frequent Buyers
978819,290,1,176.56531,1,5,3,153,Frequent Buyers
978822,199,1,21.89075599,3,5,1,351,Frequent Buyers
978837,309,1,194.7537339,1,5,3,153,Frequent Buyers
978838,41,1,185.0090347,5,5,3,553,Loyal Customers
978855,222,1,134.1230249,2,5,2,252,Frequent Buyers
978867,192,1,41.13407545,3,5,1,351,Frequent Buyers
978868,326,1,230.6019392,1,5,4,154,Frequent Buyers
978889,84,1,22.12142116,4,5,1,451,Loyal Customers
978892,244,1,350.6293888,2,5,5,255,Frequent Buyers
978937,272,1,330.1396982,2,5,4,254,Frequent Buyers
978945,355,1,342.4758896,1,5,5,155,Frequent Buyers
978951,103,1,223.6364479,4,5,3,453,Loyal Customers
978954,344,1,360.9710385,1,5,5,155,Frequent Buyers
978971,219,1,296.9369618,2,5,4,254,Frequent Buyers
978973,320,1,470.537313,1,5,5,155,Frequent Buyers
978978,131,1,412.9195944,4,5,5,455,Champions
979008,66,1,168.0847007,5,5,3,553,Loyal Customers
979033,147,1,89.79128094,3,5,2,352,Frequent Buyers
979054,314,1,259.4227211,1,5,4,154,Frequent Buyers
979059,203,1,136.9097836,3,5,2,352,Frequent Buyers
979096,79,1,454.0719519,4,5,5,455,Champions
979102,112,1,94.89234784,4,5,2,452,Loyal Customers
979109,81,1,366.1700664,4,5,5,455,Champions
979110,349,1,175.6907642,1,5,3,153,Frequent Buyers
979120,333,1,238.6315886,1,5,4,154,Frequent Buyers
979122,301,1,436.85781,1,5,5,155,Frequent Buyers
979123,339,1,303.2581802,1,5,4,154,Frequent Buyers
979126,114,1,73.41478684,4,5,1,451,Loyal Customers
979194,342,1,216.4805061,1,5,3,153,Frequent Buyers
979196,93,1,133.245771,4,5,2,452,Loyal Customers
979201,249,1,489.3680271,2,5,5,255,Frequent Buyers
979218,232,1,367.1507472,2,5,5,255,Frequent Buyers
979234,209,1,45.30449946,3,5,1,351,Frequent Buyers
979242,40,1,433.3870159,5,5,5,555,Champions
979275,38,1,375.081889,5,5,5,555,Champions
979282,128,1,289.6960307,4,5,4,454,Champions
979283,85,1,78.55989839,4,5,2,452,Loyal Customers
979305,133,1,178.830403,4,5,3,453,Loyal Customers
979313,96,1,17.26175406,4,5,1,451,Loyal Customers
979318,117,1,408.2306945,4,5,5,455,Champions
979320,250,1,215.6038065,2,5,3,253,Frequent Buyers
979353,206,1,259.2105267,3,5,4,354,Frequent Buyers
979357,206,1,152.5926035,3,5,3,353,Frequent Buyers
979362,263,1,59.90626231,2,5,1,251,Frequent Buyers
979375,210,1,290.7540308,3,5,4,354,Frequent Buyers
979410,206,1,167.3201657,3,5,3,353,Frequent Buyers
979416,71,1,443.9253846,5,5,5,555,Champions
979417,16,1,71.94886232,5,5,1,551,Loyal Customers
979429,119,1,229.7338614,4,5,4,454,Champions
979446,186,1,158.8368649,3,5,3,353,Frequent Buyers
979453,356,1,268.2118781,1,5,4,154,Frequent Buyers
979467,136,1,246.0243284,4,5,4,454,Champions
979498,331,1,478.890613,1,5,5,155,Frequent Buyers
979500,338,1,399.3976437,1,5,5,155,Frequent Buyers
979511,102,1,116.2763094,4,5,2,452,Loyal Customers
979516,152,1,418.8871265,3,5,5,355,Frequent Buyers
979534,15,1,362.8678386,5,5,5,555,Champions
979542,41,1,49.52414959,5,5,1,551,Loyal Customers
979551,2,1,137.0535423,5,5,2,552,Loyal Customers
979558,238,1,99.83147913,2,5,2,252,Frequent Buyers
979572,361,1,137.1749298,1,5,2,152,Frequent Buyers
979584,22,1,129.0195611,5,5,2,552,Loyal Customers
979587,68,1,142.1593089,5,5,3,553,Loyal Customers
979591,184,1,167.4024382,3,5,3,353,Frequent Buyers
979594,168,1,399.627565,3,5,5,355,Frequent Buyers
979633,228,1,57.60027122,2,5,1,251,Frequent Buyers
979649,226,1,466.8186022,2,5,5,255,Frequent Buyers
979655,89,2,329.68723378,4,5,4,454,Champions
979656,261,1,186.7975338,2,5,3,253,Frequent Buyers
979683,154,1,157.3912365,3,5,3,353,Frequent Buyers
979688,365,1,393.7203623,1,5,5,155,Frequent Buyers
979689,135,1,159.0596248,4,5,3,453,Loyal Customers
979697,321,1,102.6903964,1,5,2,152,Frequent Buyers
979703,260,1,262.230808,2,5,4,254,Frequent Buyers
979721,337,1,248.8726658,1,5,4,154,Frequent Buyers
979726,62,1,65.65852154,5,5,1,551,Loyal Customers
979740,283,1,497.8690647,2,5,5,255,Frequent Buyers
979751,145,1,184.0517602,3,5,3,353,Frequent Buyers
979756,72,1,307.5028573,4,5,4,454,Champions
979757,325,1,339.485508,1,5,5,155,Frequent Buyers
979778,72,1,219.181133,4,5,3,453,Loyal Customers
979785,153,1,183.5664073,3,5,3,353,Frequent Buyers
979793,23,2,201.3528248,5,5,3,553,Loyal Customers
979806,183,1,236.0703044,3,5,4,354,Frequent Buyers
979808,211,1,32.80192814,3,5,1,351,Frequent Buyers
979812,151,1,177.3700424,3,5,3,353,Frequent Buyers
979830,165,1,320.1131781,3,5,4,354,Frequent Buyers
979856,62,2,577.130411,5,5,5,555,Champions
979861,350,1,81.41668062,1,5,2,152,Frequent Buyers
979905,324,1,419.2720362,1,5,5,155,Frequent Buyers
979934,300,1,111.4744404,1,5,2,152,Frequent Buyers
979942,337,1,169.2558294,1,5,3,153,Frequent Buyers
980001,150,1,325.600404,3,5,4,354,Frequent Buyers
980011,178,1,216.3498482,3,5,3,353,Frequent Buyers
980038,214,1,124.7812845,3,5,2,352,Frequent Buyers
980072,266,2,823.6587778,2,5,5,255,Frequent Buyers
980095,148,1,255.5929084,3,5,4,354,Frequent Buyers
980103,100,1,11.9123383,4,5,1,451,Loyal Customers
980152,22,1,320.4586007,5,5,4,554,Champions
980154,32,1,213.3707489,5,5,3,553,Loyal Customers
980157,237,1,74.70151277,2,5,1,251,Frequent Buyers
980161,161,1,125.3028782,3,5,2,352,Frequent Buyers
980168,33,1,314.4347992,5,5,4,554,Champions
980187,136,1,18.8596482,4,5,1,451,Loyal Customers
980206,144,1,69.60702346,3,5,1,351,Frequent Buyers
980213,183,2,332.97166384,3,5,4,354,Frequent Buyers
980234,128,1,182.0556375,4,5,3,453,Loyal Customers
980243,126,1,142.9311743,4,5,3,453,Loyal Customers
980251,179,1,196.8192701,3,5,3,353,Frequent Buyers
980257,194,1,97.41287947,3,5,2,352,Frequent Buyers
980282,324,1,128.5480587,1,5,2,152,Frequent Buyers
980283,313,1,61.72943532,1,5,1,151,Frequent Buyers
980300,156,1,256.0414194,3,5,4,354,Frequent Buyers
980301,11,1,378.0674163,5,5,5,555,Champions
980307,287,1,129.6812844,2,5,2,252,Frequent Buyers
980328,274,1,139.1163298,2,5,2,252,Frequent Buyers
980331,138,1,189.5394284,4,5,3,453,Loyal Customers
980333,333,1,47.36040728,1,5,1,151,Frequent Buyers
980338,19,1,80.54807691,5,5,2,552,Loyal Customers
980339,87,1,134.7237435,4,5,2,452,Loyal Customers
980344,185,1,193.7711521,3,5,3,353,Frequent Buyers
980381,194,1,88.05958936,3,5,2,352,Frequent Buyers
980384,198,1,84.16981599,3,5,2,352,Frequent Buyers
980387,314,1,386.0172402,1,5,5,155,Frequent Buyers
980389,330,1,45.70786989,1,5,1,151,Frequent Buyers
980390,247,1,186.3235305,2,5,3,253,Frequent Buyers
980407,111,1,430.1250695,4,5,5,455,Champions
980410,188,1,411.0546441,3,5,5,355,Frequent Buyers
980423,16,1,177.7488772,5,5,3,553,Loyal Customers
980445,197,1,34.07377203,3,5,1,351,Frequent Buyers
980446,138,1,55.25108812,4,5,1,451,Loyal Customers
980447,4,1,284.0250655,5,5,4,554,Champions
980448,150,1,38.21922972,3,5,1,351,Frequent Buyers
980471,40,2,244.11262295,5,5,4,554,Champions
980472,7,1,29.77588863,5,5,1,551,Loyal Customers
980498,25,1,262.6296954,5,5,4,554,Champions
980512,181,1,451.5739717,3,5,5,355,Frequent Buyers
980524,50,2,211.65443165,5,5,3,553,Loyal Customers
980525,211,1,164.9046389,3,5,3,353,Frequent Buyers
980535,178,1,151.4956928,3,5,3,353,Frequent Buyers
980542,41,1,63.26046834,5,5,1,551,Loyal Customers
980543,254,1,179.5565016,2,5,3,253,Frequent Buyers
980551,196,1,418.3956353,3,5,5,355,Frequent Buyers
980553,100,1,100.3044871,4,5,2,452,Loyal Customers
980567,113,1,83.11661556,4,5,2,452,Loyal Customers
980575,231,1,150.7032267,2,5,3,253,Frequent Buyers
980577,205,1,480.0477734,3,5,5,355,Frequent Buyers
980589,312,1,136.1846323,1,5,2,152,Frequent Buyers
980590,110,1,153.1846672,4,5,3,453,Loyal Customers
980594,241,1,120.3742592,2,5,2,252,Frequent Buyers
980595,132,1,446.9826527,4,5,5,455,Champions
980605,359,1,64.47059739,1,5,1,151,Frequent Buyers
980606,113,1,128.3609679,4,5,2,452,Loyal Customers
980653,288,1,238.3901236,2,5,4,254,Frequent Buyers
980664,80,1,144.0322988,4,5,3,453,Loyal Customers
980670,321,1,246.5202544,1,5,4,154,Frequent Buyers
980684,286,1,211.2419194,2,5,3,253,Frequent Buyers
980700,38,1,195.9366879,5,5,3,553,Loyal Customers
980701,201,1,174.3654608,3,5,3,353,Frequent Buyers
980706,267,1,241.5414836,2,5,4,254,Frequent Buyers
980733,323,1,418.6370418,1,5,5,155,Frequent Buyers
980740,74,1,475.1871723,4,5,5,455,Champions
980746,288,1,49.69769612,2,5,1,251,Frequent Buyers
980765,62,1,131.1131735,5,5,2,552,Loyal Customers
980800,214,1,116.5953312,3,5,2,352,Frequent Buyers
980806,23,1,304.0244844,5,5,4,554,Champions
980807,82,1,294.7689797,4,5,4,454,Champions
980814,133,1,136.3698213,4,5,2,452,Loyal Customers
980844,143,1,112.9219395,3,5,2,352,Frequent Buyers
980864,5,2,187.51345576,5,5,3,553,Loyal Customers
980869,271,1,293.7757899,2,5,4,254,Frequent Buyers
980872,55,1,194.0379398,5,5,3,553,Loyal Customers
980877,326,1,147.7219756,1,5,3,153,Frequent Buyers
980879,162,1,358.8110637,3,5,5,355,Frequent Buyers
980892,280,1,281.238407,2,5,4,254,Frequent Buyers
980903,290,1,184.0447477,1,5,3,153,Frequent Buyers
980904,95,1,470.9806597,4,5,5,455,Champions
980911,183,1,179.630925,3,5,3,353,Frequent Buyers
980913,113,1,71.51455712,4,5,1,451,Loyal Customers
980915,89,1,476.7907102,4,5,5,455,Champions
980921,226,1,75.90032053,2,5,2,252,Frequent Buyers
980926,280,1,173.3214579,2,5,3,253,Frequent Buyers
980929,342,1,147.3809208,1,5,3,153,Frequent Buyers
980955,154,1,83.14574652,3,5,2,352,Frequent Buyers
980959,47,1,400.1803266,5,5,5,555,Champions
981004,159,1,162.0758392,3,5,3,353,Frequent Buyers
981009,103,1,141.066384,4,5,3,453,Loyal Customers
981018,19,1,446.7014652,5,5,5,555,Champions
981029,73,1,67.96827219,4,5,1,451,Loyal Customers
981036,23,1,219.8180869,5,5,3,553,Loyal Customers
981044,39,1,76.85139409,5,5,2,552,Loyal Customers
981055,182,1,32.60560886,3,5,1,351,Frequent Buyers
981060,278,1,119.6525643,2,5,2,252,Frequent Buyers
981070,276,1,259.6244954,2,5,4,254,Frequent Buyers
981075,299,1,155.331513,1,5,3,153,Frequent Buyers
981082,215,1,282.1824771,3,5,4,354,Frequent Buyers
981085,321,1,53.12679723,1,5,1,151,Frequent Buyers
981101,232,1,73.50573633,2,5,1,251,Frequent Buyers
981113,272,1,234.5103492,2,5,4,254,Frequent Buyers
981116,255,1,155.8319654,2,5,3,253,Frequent Buyers
981138,17,2,558.5552951,5,5,5,555,Champions
981158,198,1,489.5076483,3,5,5,355,Frequent Buyers
981185,176,1,19.27531589,3,5,1,351,Frequent Buyers
981189,88,1,212.5849075,4,5,3,453,Loyal Customers
981196,191,1,231.942586,3,5,4,354,Frequent Buyers
981208,30,1,77.46177271,5,5,2,552,Loyal Customers
981209,359,1,196.7894507,1,5,3,153,Frequent Buyers
981214,242,1,151.2605207,2,5,3,253,Frequent Buyers
981219,139,1,50.33219265,4,5,1,451,Loyal Customers
981220,78,1,149.1003206,4,5,3,453,Loyal Customers
981278,159,1,9.036663899,3,5,1,351,Frequent Buyers
981290,180,1,415.7068613,3,5,5,355,Frequent Buyers
981300,44,1,227.4737234,5,5,4,554,Champions
981329,37,1,44.35438748,5,5,1,551,Loyal Customers
981338,364,1,15.53806495,1,5,1,151,Frequent Buyers
981341,183,1,278.223768,3,5,4,354,Frequent Buyers
981351,300,1,292.1024383,1,5,4,154,Frequent Buyers
981352,360,1,183.5954262,1,5,3,153,Frequent Buyers
981357,16,1,291.0885463,5,5,4,554,Champions
981358,161,1,331.1740289,3,5,4,354,Frequent Buyers
981369,220,1,117.3860295,2,5,2,252,Frequent Buyers
981412,347,1,45.70710994,1,5,1,151,Frequent Buyers
981423,16,1,35.84148525,5,5,1,551,Loyal Customers
981424,270,1,470.9300802,2,5,5,255,Frequent Buyers
981455,207,1,448.1006726,3,5,5,355,Frequent Buyers
981458,61,1,32.88226062,5,5,1,551,Loyal Customers
981459,198,1,322.4585693,3,5,4,354,Frequent Buyers
981465,89,2,762.7390968,4,5,5,455,Champions
981475,89,1,324.7861961,4,5,4,454,Champions
